,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,10861000.0,2549000.0,263869000.0,303358000.0,24632000.0,1648684800.0,24632000.0,7041000.0,-25472000.0,8312000.0,632309000.0,607677000.0,328951000.0,-13771000.0,2549000.0,2549000.0,459311000.0,1655066000.0,1768956000.0,38199000.0,3424022000.0,1648684800.0,1724259000.0,658000.0,104554000.0,95849000.0,167243000.0,-59857000.0,77021000.0,497925000.0,645016000.0,43521000.0,96866000.0,-59857000.0,1463965000.0,1256482000.0,1142402000.0,374661000.0,74116000.0,383238000.0,294976000.0
2021-12-31,27017000.0,26575000.0,228814000.0,298247000.0,37686000.0,1640908800.0,37686000.0,23930000.0,-23779000.0,442000.0,592228000.0,554542000.0,293981000.0,-10669000.0,26575000.0,26575000.0,456930000.0,1688091000.0,1759256000.0,49053000.0,3447347000.0,1640908800.0,1578065000.0,14532000.0,102005000.0,93290000.0,167243000.0,79186000.0,72460000.0,673672000.0,699604000.0,39287000.0,128268000.0,79186000.0,1388010000.0,1362704000.0,1135083000.0,339976000.0,97813000.0,334524000.0,323855000.0
2021-09-30,29673000.0,22369000.0,199824000.0,259800000.0,48027000.0,1632960000.0,48027000.0,6728000.0,-23027000.0,7304000.0,545355000.0,497328000.0,285555000.0,-18354000.0,22369000.0,22369000.0,79072000.0,1441503000.0,585296000.0,32634000.0,2026799000.0,1632960000.0,409041000.0,17015000.0,89752000.0,2377000.0,,86503000.0,49457000.0,144846000.0,623890000.0,31009000.0,154909000.0,86503000.0,1202932000.0,695338000.0,506224000.0,271058000.0,121509000.0,262419000.0,258681000.0
2021-06-30,26170000.0,18255000.0,191913000.0,239640000.0,45347000.0,1625011200.0,45347000.0,2348000.0,-17432000.0,7915000.0,505786000.0,460439000.0,266146000.0,-19177000.0,18255000.0,18255000.0,69063000.0,1376708000.0,557706000.0,19693000.0,1934414000.0,1625011200.0,409041000.0,32248000.0,67383000.0,1331000.0,,81282000.0,40542000.0,234705000.0,631265000.0,24574000.0,184560000.0,81282000.0,1062796000.0,762013000.0,488643000.0,260182000.0,145205000.0,234878000.0,227141000.0
