,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,4510133000.0,207887000.0,2924918000.0,494307000.0,5181002000.0,4704959000.0,1648684800.0,4704959000.0,-17639000.0,-246053000.0,1569748000.0,20330491000.0,15625532000.0,15149489000.0,-194826000.0,2940385000.0,2924918000.0,449436000.0,11597000.0,29003178000.0,42328364000.0,207887000.0,2624749000.0,71539429000.0,1648684800.0,19249181000.0,648263000.0,20443675000.0,3702446000.0,10609159000.0,2623911000.0,4594391000.0,4895161000.0,13945679000.0,2265425000.0,2084192000.0,2757080000.0,18637001000.0,33919220000.0,3330222000.0,31269769000.0,9363122000.0,10704646000.0,16317038000.0,7089712000.0
2021-12-31,3898479000.0,211367000.0,3548402000.0,632617000.0,5187115000.0,3379208000.0,1640908800.0,3379208000.0,-209434000.0,-353849000.0,338495000.0,21554924000.0,18175716000.0,16367809000.0,519271000.0,3559984000.0,3548402000.0,509760000.0,,30998964000.0,42604282000.0,211367000.0,2806944000.0,73814613000.0,1640908800.0,19249181000.0,682439000.0,17838494000.0,4021023000.0,12427527000.0,5516607000.0,5200878000.0,4160654000.0,14036814000.0,2929308000.0,1766493000.0,5669016000.0,19603530000.0,32640477000.0,3432441000.0,29666995000.0,8309684000.0,12297848000.0,16861488000.0,7209225000.0
2021-09-30,7466344000.0,215379000.0,5577819000.0,527469000.0,6419149000.0,7443736000.0,1632960000.0,7443736000.0,-161814000.0,-272458000.0,1872403000.0,21317057000.0,13873321000.0,14897908000.0,22608000.0,5593941000.0,5577819000.0,507558000.0,11597000.0,34063763000.0,41083025000.0,215379000.0,3615494000.0,75362167000.0,1632960000.0,19249181000.0,597054000.0,17052600000.0,3841973000.0,12651253000.0,4769647000.0,4985671000.0,3976077000.0,13155055000.0,2298605000.0,746988000.0,4922620000.0,18723034000.0,35456768000.0,3037883000.0,27924214000.0,10775360000.0,16426285000.0,15653770000.0,6451697000.0
2021-06-30,5620574000.0,226792000.0,3916551000.0,476377000.0,5414187000.0,5788366000.0,1625011200.0,5788366000.0,-850681000.0,-219304000.0,1686097000.0,19130116000.0,13341750000.0,13715929000.0,-167792000.0,3934477000.0,3916551000.0,516963000.0,11597000.0,30751672000.0,35913583000.0,226792000.0,2731573000.0,66892047000.0,1625011200.0,19249181000.0,638180000.0,13043914000.0,3596515000.0,11668298000.0,3608891000.0,5893235000.0,3026228000.0,10975779000.0,2761575000.0,261101000.0,3761864000.0,17887189000.0,28314439000.0,2611923000.0,23728322000.0,8237289000.0,15576278000.0,13801156000.0,6052101000.0
