,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,1740533000,1716640000,1102464000,321892000,2500861000,2078218000,1648684800,2078218000,-460484000,-327442000,578551000,9287455000,7209237000,6786594000,-337685000,1161982000,1102464000,9520966000,48862268000,16244670000,1716640000,2840170000,66823578000,1648684800,9388071000,3206747000,10373678000,15324046000,6115000,-3517079000,30703059000,3496671000,12973368000,398912000,4853384000,-3517079000,8714289000,16444662000,1434487000,6717589000,580655000,8840976000,20564854000,192111000,2630645000
2021-12-31,1609111000,1659676000,1292087000,495772000,2463682000,1996550000,1640908800,1996550000,-569518000,-268461000,278447000,10919332000,8922782000,8455650000,-387439000,1330664000,1292087000,9667494000,49314000000,15146202000,1659676000,2016936000,66119878000,1640908800,9388071000,3940193000,9264306000,15414902000,6115000,-3506175000,30819551000,2199952000,12913717000,231594000,4034836000,-3506175000,8754616000,15552504000,1319598000,5472593000,585858000,8556198000,20985381000,150867000,2999176000
2021-09-30,1971755000,304508000,1401850000,333933000,2181171000,1990169000,1632960000,1990169000,-683686000,-187094000,535958000,11189884000,9199715000,9008713000,-18414000,1435797000,1401850000,8862375000,46579060000,14756053000,304508000,3327327000,61639621000,1632960000,9388071000,3742707000,8768870000,14163039000,6115000,-3400888000,27282737000,4633805000,13533339000,410209000,3209510000,-3400888000,8739476000,15455025000,1293893000,5887563000,287057000,6595907000,18882682000,121305000,4195658000
2021-06-30,1613578000,287223000,1107775000,306879000,1898213000,1567838000,1625011200,1567838000,-507000000,-147439000,487525000,8812807000,7244969000,6914594000,45740000,1126053000,1107775000,8789416000,40750416000,15093770000,287223000,1826965000,56131409000,1625011200,9388071000,2174255000,9089323000,13969484000,6115000,-3383624000,25922955000,2738478000,12459444000,640867000,2675735000,-3383624000,8808609000,11432989000,1171325000,6298239000,283106000,6034486000,14321488000,119097000,3239631000
