,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-06-30,250024000,1358000,169101000,396470000,626289000,225072000,1656547200,225072000,4747000,-212262000,80833000,2213567000,1988495000,1587278000,24952000,169191000,169101000,429329000,218731000,9652974000,5740787000,1358000,464084000,15395119000,1656547200,2370189000,118963000,2822064000,1093565000,413255000,329803000,1334475000,1961518000,4039639000,285366000,1505968000,707820000,5788084000,5825703000,1604273000,4898203000,1942317000,4028126000,1802905000,1556576000
2022-03-31,299675000,954000,223590000,360864000,671854000,314980000,1648684800,314980000,-6344000,-114056000,75960000,2131002000,1816022000,1459148000,-15305000,223715000,223590000,424510000,218731000,8656886000,5504043000,954000,373238000,14161883000,1648684800,2370189000,105664000,2652760000,1055527000,413255000,262363000,1338503000,1571158000,3950413000,277760000,1487570000,640380000,5439527000,5167174000,1378914000,4666278000,1772256000,3230695000,1718096000,1588483000
2021-12-31,264822000,1330000,580966000,361319000,816720000,439826000,1640908800,439826000,12894000,-83968000,-316225000,2250839000,1811013000,1434119000,-175004000,581047000,580966000,426234000,218731000,7685420000,5733581000,1330000,303929000,13420331000,1640908800,2370189000,71621000,2428901000,921618000,324156000,715760000,1389828000,1421302000,3371691000,294868000,848798000,818873000,5264082000,4661437000,1354594000,4983191000,1735291000,3019092000,1433223000,1702631000
2021-09-30,403987000,1298000,255266000,309412000,744083000,412346000,1632960000,412346000,22325000,-79823000,148651000,2177147000,1764801000,1433064000,-8359000,255336000,255266000,413018000,218731000,6455777000,6013797000,1298000,350336000,12470872000,1632960000,1970189000,134683000,3127797000,839419000,324156000,697080000,974143000,1406024000,2684248000,32456000,141807000,801947000,5065938000,4571755000,1121862000,5276623000,1779678000,2572553000,1251370000,1266148000
