,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,4525659000,28708789000,967363000,498041000,5181002000,4701268000,1648684800,4701268000,-18307000,-246053000,1573398000,20330491000,15629223000,15149489000,-175609000,2952261000,967363000,449436000,28995158000,14650233000,28708789000,1650562000,72354180000,1648684800,8208826000,651037000,5142578000,3688464000,10609159000,1298829000,4604581000,4898186000,13951641000,2265425000,2084192000,1368690000,18637226000,34723556000,3330222000,3591638000,9378792000,10704646000,16317038000,8069240000
2021-12-31,3903717000,28881058000,1165822000,636002000,5187115000,4750226000,1640908800,4750226000,-199113000,-353849000,338495000,21554924000,16804698000,16367809000,-846509000,3565222000,1165822000,509760000,30989604000,14742004000,28881058000,2000760000,74612666000,1640908800,8208826000,686771000,4283314000,4007434000,12427527000,2249864000,5302401000,4162748000,14041043000,2929308000,1766493000,2319725000,19603756000,33428447000,3340775000,1804717000,8325156000,12297848000,16861488000,8017140000
2021-09-30,7473693000,27860077000,1810363000,531755000,6419149000,6029233000,1632960000,6029233000,-141839000,-272458000,1893903000,21317057000,15287824000,14897908000,1444460000,5579790000,1810363000,507558000,34130892000,15012233000,27860077000,2881194000,77003202000,1632960000,8208826000,604167000,4793018000,3828643000,12651253000,2010389000,5055312000,3976157000,13235514000,2298605000,746988000,2080250000,18723260000,37087936000,2977883000,1853422000,10836993000,16426285000,15653770000,7244634000
2021-06-30,5629120000,24392938000,1287633000,479808000,5414187000,5785059000,1625011200,5785059000,-850680000,-219304000,1688125000,19130116000,13345057000,13715929000,-155939000,3940995000,1287633000,516963000,30749375000,13341100000,24392938000,1890893000,68483413000,1625011200,8208826000,647137000,3501528000,3590630000,11668298000,1630746000,5966118000,3026287000,10979367000,2761575000,261101000,1700607000,17887414000,29892697000,2551923000,1155839000,8255855000,15576278000,13801156000,6895422000
