,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2022-06-30,-2387223000,104681000,175625000,990335000,5396730000,4568388000,1656547200,4568388000,-161993000,-1133402000,-2569012000,11519655000,6951267000,6122925000,-6955611000,181789000,175625000,7604613000,98475801000,24062007000,104681000,3403017000,122642489000,1656547200,9269281000,2689902000,13579316000,9310556000,8253322000,1213410000,10613174000,7712081000,12060582000,5404862000,3468866000,2030861000,61277693000,34575931000,317756000,8204072000,11820002000,6288091000,71734198000,5548095000,4036414000
2022-03-31,16324360000,99860000,10304717000,908605000,4309995000,3381399000,1648684800,3381399000,19991000,-978172000,6018250000,9742835000,6361436000,5432840000,12942961000,10306110000,10304717000,7827555000,87553838000,25282246000,99860000,1279812000,112935944000,1648684800,9269281000,2800136000,14176184000,8261867000,8247676000,1836781000,8473707000,9797437000,7707363000,2772622000,2213788000,2052681000,56367836000,31747904000,271266000,9207015000,8803905000,4969745000,66549620000,5133522000,3241621000
2021-12-31,2096911000,99663000,2310493000,1132397000,5776983000,4655730000,1640908800,4655730000,-11144000,-1067084000,-216556000,11469971000,6814241000,5692988000,-2558819000,2313467000,2310493000,8017956000,103800022000,15075467000,99663000,3392979000,118975152000,1640908800,9269281000,1467611000,3927824000,11005794000,8248126000,1878362000,13101348000,13590776000,11551224000,8729929000,3654755000,2096627000,55212458000,34102941000,292323000,-1190615000,6870659000,6898794000,75973092000,4637485000,3288897000
2021-09-30,-3152835000,100355000,-961974000,897691000,5461944000,4583083000,1632960000,4583083000,-18830000,-1212759000,-2193460000,10761855000,6178772000,5299911000,-7735918000,-959375000,-961974000,8233343000,99764446000,13518491000,100355000,2520688000,113383292000,1632960000,9269281000,1338474000,2498255000,10925880000,8248126000,1750955000,12500146000,13461967000,8946413000,8505573000,2284528000,1969220000,54428412000,29686031000,287234000,-2962978000,4500907000,5005056000,74861856000,4652459000,2966600000
