,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,-22562000,229146000,-66630000,106504000,632499000,546499000,1648684800,546499000,-20504000,-700307000,45689000,2206362000,1659863000,1573863000,-569061000,-68251000,-66630000,7006806000,29779543000,14706055000,229146000,1061600000,44714744000,1648684800,12547842000,130699000,-59103000,6153079000,100451000,2217316000,3141484000,6377309000,5033366000,1651499000,2290395000,2256699000,24059142000,9427643000,979218000,7598798000,143336000,1286463000,15854948000,240916000,1022747000
2021-12-31,-506686000,223142000,-384886000,143598000,141243000,-30819000,1640908800,-30819000,28464000,-291893000,-122806000,1512217000,1543036000,1370974000,-475867000,-383880000,-384886000,7031194000,33155991000,14795421000,223142000,1126406000,48174554000,1640908800,12547842000,111759000,7527000,6034881000,100451000,2240052000,3218310000,9448193000,4440992000,1662572000,1799423000,2256047000,23759503000,12381244000,1683852000,7663776000,8939000,1117659000,19956074000,228923000,816270000
2021-09-30,77424000,222625000,51039000,136841000,576294000,466476000,1632960000,466476000,-27023000,-509498000,26746000,1965570000,1499094000,1389276000,-389052000,50678000,51039000,7054770000,30790163000,15208901000,222625000,974497000,46221689000,1632960000,12547842000,102748000,535424000,5909105000,100451000,2125635000,3084261000,8343394000,3704889000,1517826000,1398994000,2142354000,23140686000,10880365000,1961156000,8053680000,5047000,1179762000,18608903000,280776000,643829000
2021-06-30,389460000,315650000,312137000,123040000,842944000,715176000,1625011200,715176000,4728000,-430993000,75069000,2215892000,1500716000,1372948000,-325716000,314391000,312137000,7084603000,26953693000,15449257000,315650000,1052771000,42718600000,1625011200,12547842000,239220000,484386000,5787887000,100451000,2417029000,4701819000,4794875000,3765125000,1385476000,1245351000,2452699000,22744814000,8035691000,51222000,8264203000,60646000,1131453000,14923818000,277261000,856218000
