TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TAEE4;13,40;13,21;6,65;1,94;0,76;85,35;101,94;63,10;4,11;6,11;2,02;0,95;4,19;5,18;-0,97;3,09;29,13;11,43;19,17;0,39;0,61;0,18;20,07;19,31;2.063.062,22;6,92;2,02;-0,29;13.759.286.345,58
TASA3;17,04;9,53;3,09;2,23;0,96;49,25;35,90;23,56;2,03;2,33;0,32;0,35;0,73;4,30;-2,91;1,50;72,20;31,00;48,02;0,43;0,57;1,32;26,98;;395.252,04;7,64;5,52;0,77;2.048.563.382,90
TASA4;16,79;9,67;3,04;2,20;0,94;49,25;35,90;23,56;2,00;2,33;0,32;0,35;0,72;4,24;-2,86;1,50;72,20;31,00;48,02;0,43;0,57;1,32;26,98;;15.156.218,04;7,64;5,52;0,76;2.048.563.382,90
TFCO4;13,29;1,35;134,51;41,35;25,19;57,97;22,47;18,02;107,87;18,36;0,21;0,08;24,24;48,43;-99,07;3,31;30,74;18,73;24,73;0,61;0,39;1,04;;;3.721.906,04;0,32;0,10;1,43;2.122.652.239,94
TGMA3;21,08;4,61;12,33;1,97;1,41;18,25;11,91;10,43;10,80;10,90;0,10;0,02;1,29;4,76;-2,58;2,88;15,95;11,44;13,69;0,72;0,28;1,10;1,74;52,18;4.996.160,15;10,72;1,71;1,31;1.391.341.448,20
TIMS3;12,28;5,06;11,04;1,17;0,55;52,43;20,24;13,88;7,57;11,25;3,68;0,57;1,53;-32,03;-0,65;0,90;10,63;4,96;8,96;0,47;0,53;0,36;2,95;29,12;133.690.085,15;10,46;1,11;0,81;29.727.478.007,44
TOTS3;31,44;0,73;47,21;4,48;1,90;67,02;15,14;11,20;34,90;33,43;-1,47;-0,19;5,29;7,62;-4,68;1,72;9,49;4,02;7,04;0,42;0,55;0,36;8,34;21,91;117.683.974,30;7,02;0,67;2,07;19.404.239.210,64
TPIS3;1,80;1,04;2,22;0,32;0,10;38,11;31,45;11,60;0,82;5,15;4,33;1,71;0,26;-1,10;-0,11;0,40;14,52;4,54;10,56;0,31;0,69;0,39;-7,49;;2.637.627,63;5,59;0,81;-0,51;316.800.000,00
TRIS3;5,22;4,18;12,17;0,80;0,43;33,54;16,50;10,95;8,08;10,55;2,48;0,24;1,33;0,81;-1,55;3,72;6,54;3,51;5,38;0,54;0,44;0,32;20,68;98,79;5.154.162,52;6,60;0,43;-0,23;979.742.074,50
TRPL4;23,47;6,31;5,48;0,99;0,50;69,24;74,10;47,45;3,51;5,49;1,56;0,44;2,60;4,24;-0,57;7,49;18,13;9,07;15,71;0,50;0,49;0,19;-6,60;-10,52;45.218.901,96;23,68;4,29;-0,28;17.360.395.034,04
TTEN3;13,31;0,12;14,91;2,73;1,20;13,36;6,33;7,22;17,00;18,20;1,30;0,21;1,08;3,71;-4,97;1,74;18,30;8,02;9,22;0,44;0,56;1,11;;;27.784.707,00;4,88;0,89;0,80;6.564.959.469,81
TUPY3;26,93;1,10;8,72;1,33;0,49;17,85;8,49;5,07;5,21;7,40;2,20;0,56;0,44;1,46;-1,37;2,10;15,23;5,64;10,45;0,37;0,63;1,11;16,82;;21.868.017,56;20,27;3,09;0,09;3.882.700.075,00
UGPA3;12,43;4,69;8,38;1,28;0,38;3,99;2,03;1,32;5,44;8,76;3,32;0,78;0,11;1,88;-0,87;1,57;15,26;4,56;9,80;0,30;0,69;3,46;7,24;1,16;80.497.718,48;9,72;1,48;0,08;13.861.601.384,40
UNIP3;89,00;17,54;3,79;2,87;1,34;46,83;47,04;31,70;2,55;2,55;-0,18;-0,21;1,20;4,44;-2,78;2,42;75,83;35,52;51,39;0,47;0,53;1,12;47,87;54,12;2.181.586,41;31,00;23,51;0,02;9.910.516.863,35
UNIP6;99,44;17,27;4,23;3,21;1,50;46,83;47,04;31,70;2,85;2,55;-0,18;-0,21;1,34;4,96;-3,11;2,42;75,83;35,52;51,39;0,47;0,53;1,12;47,87;54,12;19.116.295,15;31,00;23,51;0,03;9.910.516.863,35
USIM3;8,29;9,02;1,72;0,44;0,25;27,12;22,57;18,09;1,38;1,39;0,06;0,02;0,31;0,67;-0,53;3,51;25,44;14,66;19,98;0,58;0,36;0,81;31,89;;4.989.503,93;18,98;4,83;-0,17;10.030.369.407,12
USIM5;7,65;10,75;1,58;0,40;0,23;27,12;22,57;18,09;1,27;1,39;0,06;0,02;0,29;0,62;-0,49;3,51;25,44;14,66;19,98;0,58;0,36;0,81;31,89;;177.642.337,41;18,98;4,83;-0,16;10.030.369.407,12
VALE3;73,99;9,85;3,41;1,90;0,80;53,70;43,70;41,78;3,26;3,52;0,26;0,15;1,43;17,29;-0,99;1,32;55,74;23,46;34,13;0,42;0,56;0,56;25,41;50,75;2.867.961.203,59;38,91;21,69;0,25;353.590.016.569,37
VAMO3;14,90;1,32;30,96;5,30;1,21;39,40;29,73;13,05;13,59;17,54;3,95;1,54;4,04;6,73;-1,86;2,05;17,13;3,90;9,05;0,23;0,77;0,30;571,04;549,36;47.455.705,48;2,81;0,48;0,40;15.278.429.753,00
VBBR3;18,02;3,32;7,91;1,61;0,53;5,34;2,32;1,65;5,64;9,13;3,50;1,00;0,13;1,85;-1,14;2,17;20,32;6,72;10,26;0,33;0,67;4,06;8,47;;185.959.676,52;11,22;2,28;-0,20;20.993.300.000,00
VITT3;14,11;1,61;16,79;4,18;2,29;35,67;18,21;13,85;12,76;14,08;1,32;0,43;2,32;7,50;-6,71;1,87;24,89;13,65;17,44;0,55;0,45;0,99;;;2.746.634,81;3,38;0,84;0,37;2.018.422.899,77
VIVA3;27,88;1,18;18,90;4,73;2,57;63,44;18,32;19,25;19,87;19,34;-0,53;-0,13;3,64;7,25;-6,72;2,35;25,01;13,59;16,46;0,54;0,46;0,71;;;27.854.604,30;5,90;1,47;0,30;6.585.193.799,72
VIVT3;40,21;8,46;12,32;0,99;0,56;43,12;14,59;11,97;10,11;12,10;1,99;0,19;1,47;-8,66;-0,66;0,70;8,04;4,56;7,24;0,57;0,43;0,38;0,71;6,02;122.250.951,22;40,57;3,26;0,87;67.429.687.876,91
VLID3;10,39;2,79;14,55;0,72;0,29;27,13;11,60;2,71;3,40;6,47;3,11;0,66;0,39;1,47;-0,56;1,72;4,97;2,01;9,81;0,40;0,58;0,74;4,98;-7,47;2.297.497,78;14,37;0,71;-0,08;863.514.662,50
VULC3;13,97;2,51;9,39;2,27;1,57;35,86;17,39;15,96;8,62;9,17;0,49;0,13;1,50;3,66;-4,63;2,87;24,18;16,75;21,13;0,69;0,31;1,05;10,48;59,24;10.442.827,11;6,15;1,49;0,12;3.457.790.353,08
