,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,1163622000.0,329104000.0,745124000.0,152119000.0,1478677000.0,1322332000.0,1648684800.0,1322332000.0,4226000.0,-61821000.0,366560000.0,2409077000.0,1086745000.0,930400000.0,-158710000.0,797062000.0,745124000.0,76903000.0,33300000.0,9982577000.0,4696128000.0,329104000.0,1629595000.0,15007809000.0,1648684800.0,1512522000.0,565466000.0,1920728000.0,746137000.0,47355000.0,1229578000.0,1163020000.0,1117157000.0,4153876000.0,345064000.0,257711000.0,1343495000.0,6514774000.0,7202753000.0,3004000.0,4571870000.0,596442000.0,2245041000.0,4811915000.0,953049000.0
2021-12-31,236597000.0,251328000.0,179520000.0,140881000.0,549542000.0,428226000.0,1640908800.0,428226000.0,-19565000.0,-65632000.0,43637000.0,1549502000.0,1121276000.0,999960000.0,-191629000.0,192960000.0,179520000.0,70829000.0,34049000.0,9090267000.0,3524748000.0,251328000.0,1340730000.0,12866343000.0,1640908800.0,1512522000.0,137751000.0,1174813000.0,500945000.0,47355000.0,803364000.0,1196181000.0,139780000.0,3831980000.0,405662000.0,454726000.0,920210000.0,6440248000.0,5109406000.0,2324000.0,3406564000.0,320266000.0,1932886000.0,4497334000.0,1009194000.0
2021-09-30,101724000.0,250570000.0,121012000.0,119908000.0,208511000.0,194289000.0,1632960000.0,194289000.0,-105686000.0,-9141000.0,-12031000.0,942365000.0,748076000.0,733854000.0,-92565000.0,113755000.0,121012000.0,62313000.0,37261000.0,8979752000.0,3595111000.0,250570000.0,1050707000.0,12825433000.0,1632960000.0,1012522000.0,157196000.0,1747272000.0,489303000.0,47355000.0,798056000.0,1187725000.0,725420000.0,4040434000.0,424977000.0,688742000.0,872955000.0,6280390000.0,5245361000.0,2289000.0,3485443000.0,249054000.0,1846505000.0,4076827000.0,1129503000.0
2021-06-30,651057000.0,277246000.0,418724000.0,77632000.0,792229000.0,720413000.0,1625011200.0,720413000.0,-5816000.0,-14951000.0,203817000.0,1043853000.0,323440000.0,251624000.0,-69356000.0,447240000.0,418724000.0,53414000.0,37278000.0,6271582000.0,3699587000.0,277246000.0,605052000.0,10248415000.0,1625011200.0,947522000.0,150378000.0,1625444000.0,605728000.0,,1089343000.0,588176000.0,1270308000.0,2546371000.0,5429000.0,570066000.0,1135901000.0,4882732000.0,4723424000.0,669000.0,3646173000.0,211200000.0,1556453000.0,3056253000.0,405898000.0
