,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,discontinuedOperations,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,deferredLongTermLiab,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2022-03-31,893677000.0,1202606000.0,506170000.0,189665000.0,2385886000.0,1446653000.0,1648684800.0,1446653000.0,302118000.0,-446146000.0,312993000.0,6514553000.0,5067900000.0,4128667000.0,-552976000.0,580684000.0,506170000.0,,16163476000.0,1849000.0,43271892000.0,8915062000.0,1202606000.0,323259000.0,3544254000.0,53389560000.0,1648684800.0,3363944000.0,1761785000.0,5556242000.0,12555722000.0,-6973000.0,21055419000.0,1045547000.0,11857028000.0,1388586000.0,4760220000.0,-6973000.0,1053899000.0,13888684000.0,1228082000.0,-7248414000.0,7173936000.0,18820131000.0,178489000.0,2013494000.0
2021-12-31,686211000.0,1096801000.0,522132000.0,494006000.0,285117000.0,1478370000.0,1640908800.0,1478370000.0,-584334000.0,-924338000.0,103594000.0,7434810000.0,5956440000.0,7149693000.0,-792159000.0,582617000.0,522132000.0,,15841963000.0,1849000.0,45237163000.0,8434440000.0,1096801000.0,988122000.0,4447245000.0,54768404000.0,1640908800.0,3363685000.0,2281051000.0,5050072000.0,13211839000.0,18834000.0,21381105000.0,773505000.0,12716103000.0,1423762000.0,3878428000.0,18834000.0,766911000.0,15527778000.0,1250647000.0,-7407523000.0,8281205000.0,19269608000.0,134558000.0,2753731000.0
2021-09-30,1097908000.0,1096213000.0,796450000.0,208150000.0,1678223000.0,1337228000.0,1632960000.0,1337228000.0,-238742000.0,-284831000.0,234031000.0,7796981000.0,6459753000.0,6118758000.0,-239320000.0,863877000.0,796450000.0,,16229733000.0,1849000.0,41848182000.0,8748262000.0,1096213000.0,975089000.0,2567880000.0,51692657000.0,1632960000.0,3363685000.0,1765632000.0,5324314000.0,13433142000.0,58414000.0,19935176000.0,753733000.0,10919128000.0,1278987000.0,3504571000.0,58414000.0,644069000.0,13971790000.0,911889000.0,-7481471000.0,7681962000.0,17465190000.0,139655000.0,3144959000.0
2021-06-30,957825000.0,1064522000.0,679833000.0,182782000.0,1411827000.0,1036371000.0,1625011200.0,1036371000.0,-211086000.0,-230693000.0,257290000.0,6100748000.0,5064377000.0,4688921000.0,-78546000.0,700535000.0,679833000.0,48467000.0,15913970000.0,1849000.0,38768394000.0,8190540000.0,1064522000.0,617509000.0,1953266000.0,48023456000.0,1625011200.0,3363685000.0,1284765000.0,4763157000.0,13579049000.0,61849000.0,18632514000.0,1193452000.0,9607304000.0,1249275000.0,3491132000.0,61849000.0,576577000.0,11995876000.0,904519000.0,-7723430000.0,6405194000.0,15535321000.0,153899000.0,2652079000.0
