,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,otherOperatingExpenses,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable
2018-03-31,262178000.0,217277000.0,28844000.0,281825000.0,251497000.0,1522454400.0,251497000.0,-40230000.0,44901000.0,316705000.0,65208000.0,34880000.0,10681000.0,217277000.0,217277000.0,,38480000.0,3691619000.0,4564829000.0,78499000.0,8256448000.0,1522454400.0,3042035000.0,33184000.0,928287000.0,414124000.0,594507000.0,4274600000.0,93131000.0,622278000.0,145000.0,3084599000.0,594507000.0,22936000.0,2116435000.0,1803997000.0,4526349000.0,808318000.0,1181802000.0,2655217000.0,23209000.0
2017-12-31,289909000.0,277559000.0,29139000.0,273877000.0,243385000.0,1514678400.0,243385000.0,-46091000.0,12350000.0,360569000.0,117184000.0,86692000.0,46524000.0,277559000.0,277559000.0,,35732000.0,3707268000.0,4347552000.0,102061000.0,8054820000.0,1514678400.0,3042035000.0,39073000.0,711010000.0,424866000.0,594507000.0,4263946000.0,56680000.0,644778000.0,112000.0,3039403000.0,594507000.0,23277000.0,1946797000.0,1785068000.0,4311820000.0,569902000.0,1281142000.0,2637624000.0,39297000.0
2017-09-30,101029000.0,97325000.0,33206000.0,167833000.0,133678000.0,1506729600.0,133678000.0,-59244000.0,3704000.0,214899000.0,81221000.0,47066000.0,-32649000.0,97325000.0,97325000.0,,26820000.0,4193741000.0,4255551000.0,110984000.0,8449292000.0,1506729600.0,3042035000.0,58506000.0,619009000.0,462273000.0,594507000.0,4258257000.0,41876000.0,1279112000.0,112000.0,3502958000.0,594507000.0,21783000.0,2487654000.0,1654778000.0,4228731000.0,1017695000.0,1369577000.0,2452356000.0,17923000.0
2017-06-30,64522000.0,72034000.0,24013000.0,143748000.0,113842000.0,1498780800.0,113842000.0,-60844000.0,-7512000.0,169271000.0,55429000.0,25523000.0,-49320000.0,72034000.0,72034000.0,5084000.0,25615000.0,4176721000.0,4228113000.0,92294000.0,8404834000.0,1498780800.0,3042035000.0,5165000.0,591571000.0,527928000.0,594507000.0,4364016000.0,84519000.0,1200182000.0,81000.0,3449419000.0,594507000.0,20048000.0,2275463000.0,1719692000.0,4202498000.0,639827000.0,1545952000.0,2448611000.0,13648000.0
