,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortTermInvestments
2021-12-31,496108000.0,9200000.0,349926000.0,480999000.0,1126893000.0,667473000.0,1640908800.0,667473000.0,-21579000.0,-193721000.0,144617000.0,3872651000.0,3205178000.0,2745758000.0,-171365000.0,351491000.0,349926000.0,416401000.0,4219287000.0,1845283000.0,9200000.0,104746000.0,6073770000.0,1640908800.0,1437253000.0,61276000.0,385218000.0,568458000.0,2170210000.0,22812000.0,72091000.0,33722000.0,1206874000.0,25195000.0,375056000.0,47648000.0,1565182000.0,1742471000.0,107415000.0,-741328000.0,811491000.0,1749380000.0,72610000.0,356881000.0,
2020-12-31,340733000.0,9200000.0,256961000.0,320958000.0,809729000.0,495231000.0,1609372800.0,495231000.0,-6460000.0,-147070000.0,83772000.0,2971616000.0,2476385000.0,2161887000.0,-154498000.0,256961000.0,256961000.0,266906000.0,3763972000.0,1750850000.0,,105832000.0,5514822000.0,1609372800.0,1432202000.0,20475000.0,285368000.0,550928000.0,1763702000.0,33280000.0,70306000.0,28184000.0,1100783000.0,12232000.0,472250000.0,35954000.0,1438710000.0,1871211000.0,103987000.0,-279758000.0,745838000.0,1431471000.0,63093000.0,250459000.0,
2019-12-31,426201000.0,9200000.0,312317000.0,320387000.0,888392000.0,560166000.0,1577750400.0,560166000.0,7839000.0,-167791000.0,113884000.0,2905107000.0,2344941000.0,2016715000.0,-133965000.0,312317000.0,312317000.0,251043000.0,3337676000.0,1758976000.0,,45991000.0,5096652000.0,1577750400.0,1426267000.0,11639000.0,300642000.0,551787000.0,1669765000.0,32067000.0,74915000.0,8966000.0,747035000.0,12590000.0,208496000.0,32067000.0,1545363000.0,1485200000.0,70366000.0,-161832000.0,637430000.0,1347914000.0,31867000.0,190442000.0,
2018-12-31,451140000.0,9200000.0,331585000.0,295571000.0,808501000.0,508305000.0,1546214400.0,508305000.0,4625000.0,-81187000.0,119555000.0,2664463000.0,2156158000.0,1855962000.0,-57165000.0,331585000.0,331585000.0,219594000.0,2160487000.0,1749961000.0,,57100000.0,3910448000.0,1546214400.0,1441920000.0,83592000.0,304566000.0,486649000.0,1409631000.0,3475000.0,52056000.0,55231000.0,624700000.0,,216214000.0,3475000.0,782681000.0,1434206000.0,12280000.0,120736000.0,515169000.0,1042962000.0,26563000.0,193945000.0,588652000.0
