,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2021-12-31,3170156000.0,2305869000.0,1874072000.0,6691019000.0,4075500000.0,1640908800.0,4075500000.0,97717000.0,-734859000.0,864287000.0,19491061000.0,15415561000.0,12800042000.0,-905344000.0,2305869000.0,2305869000.0,36399981000.0,28233626000.0,24931859000.0,1922242000.0,53165485000.0,1640908800.0,15000000000.0,192873000.0,9885485000.0,7247480000.0,46374000.0,9788059000.0,717929000.0,5092927000.0,1724671000.0,46374000.0,395010000.0,6502998000.0,79437000.0,-11468122000.0,2433385000.0,3045305000.0,15475885000.0,113506000.0,236763000.0
2020-12-31,1341136000.0,973318000.0,1725051000.0,6617874000.0,4478237000.0,1609372800.0,4478237000.0,-30240000.0,-751961000.0,367818000.0,17797541000.0,13319304000.0,11179667000.0,-3137101000.0,973318000.0,973318000.0,34362899000.0,27624932000.0,22793704000.0,1560756000.0,50418636000.0,1609372800.0,15000000000.0,226762000.0,8194706000.0,7500627000.0,-401002000.0,9240555000.0,396401000.0,5900130000.0,2969026000.0,-401002000.0,310927000.0,6440838000.0,63417000.0,-11569195000.0,3411146000.0,2301681000.0,13814979000.0,104848000.0,263741000.0
2019-12-31,4695592000.0,3367517000.0,1918043000.0,7846017000.0,5707922000.0,1577750400.0,5707922000.0,91953000.0,-658881000.0,1328075000.0,17983654000.0,12275732000.0,10137637000.0,-1012330000.0,3367517000.0,3367517000.0,32254749000.0,24822017000.0,21635783000.0,1975207000.0,46457800000.0,1577750400.0,15000000000.0,202381000.0,7547954000.0,7983727000.0,-912171000.0,8868635000.0,2253210000.0,6453424000.0,2781441000.0,-912171000.0,385091000.0,4896138000.0,53187000.0,-10618966000.0,,2370093000.0,9929144000.0,70454000.0,369631000.0
2018-12-31,3932098000.0,2835068000.0,1631607000.0,6998638000.0,5170145000.0,1546214400.0,5170145000.0,30159000.0,-503835000.0,1097030000.0,16085094000.0,10914949000.0,9086456000.0,-1238047000.0,2835068000.0,2835068000.0,29012460000.0,24013430000.0,19551688000.0,1688923000.0,43565118000.0,1546214400.0,15000000000.0,123769000.0,5100783000.0,7565614000.0,-549095000.0,8638217000.0,3029191000.0,5398632000.0,2084535000.0,-549095000.0,267612000.0,5602242000.0,44587000.0,-9460772000.0,,2383686000.0,10499595000.0,65596000.0,465993000.0
