,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,accountsPayable
2021-12-31,12559000.0,-15749000.0,326013000.0,364532000.0,40568000.0,1640908800.0,40568000.0,-2049000.0,-8084000.0,28308000.0,800208000.0,759640000.0,435676000.0,-28009000.0,-15749000.0,-15749000.0,368880000.0,11895000.0,1640793000.0,2935066000.0,515747000.0,4575859000.0,1640908800.0,3002976000.0,32433000.0,4425000.0,895910000.0,1849916000.0,-84230000.0,46837000.0,1584399000.0,676987000.0,42048000.0,28720000.0,-38461000.0,158311000.0,2151915000.0,716270000.0,535083000.0,321000.0,42083000.0
2020-12-31,29709000.0,19740000.0,162048000.0,205325000.0,43747000.0,1609372800.0,43747000.0,-470000.0,-38981000.0,9969000.0,488210000.0,444463000.0,282885000.0,-14038000.0,19740000.0,19740000.0,93851000.0,11996000.0,778391000.0,673973000.0,326844000.0,1452364000.0,1609372800.0,643651000.0,34877000.0,20174000.0,236343000.0,384038000.0,-1848000.0,25613000.0,404628000.0,450632000.0,20713000.0,56876000.0,-1841000.0,141367000.0,807495000.0,196084000.0,367990000.0,27682000.0,20540000.0
2019-12-31,24277000.0,18071000.0,114015000.0,161321000.0,51175000.0,1577750400.0,51175000.0,-3869000.0,-20664000.0,6206000.0,385717000.0,334542000.0,224396000.0,-26898000.0,18071000.0,18071000.0,64372000.0,11955000.0,425680000.0,88333000.0,142248000.0,514013000.0,1577750400.0,53629000.0,17693000.0,16434000.0,55102000.0,117947000.0,6315000.0,13096000.0,25275000.0,237942000.0,3654000.0,48679000.0,6324000.0,142378000.0,176220000.0,-93986000.0,133252000.0,67834000.0,12833000.0
2018-12-31,20104000.0,10886000.0,103631000.0,140494000.0,36352000.0,1546214400.0,36352000.0,511000.0,-25133000.0,9218000.0,314983000.0,278631000.0,174489000.0,-16248000.0,10886000.0,10886000.0,32133000.0,,215249000.0,61087000.0,75514000.0,276336000.0,1546214400.0,53521000.0,16582000.0,4263000.0,20684000.0,55873000.0,3303000.0,9019000.0,17782000.0,155778000.0,3835000.0,43714000.0,4212000.0,77318000.0,101993000.0,-26919000.0,67629000.0,38787000.0,12265000.0
