,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable
2021-12-31,20291256000,28881058000,5063330000,2120909000,20817360000,19967927000,1640908800,19967927000,-1271476000,-1059841000,4737158000,78345081000,58377154000,57527721000,323329000,15554098000,5063330000,509760000,30989604000,14742004000,28881058000,2000760000,74612666000,1640908800,8208826000,686771000,4283314000,4007434000,12427527000,2249864000,5302401000,4162748000,14041043000,2929308000,1766493000,2319725000,19603756000,33428447000,3340775000,1804717000,8325156000,12297848000,16861488000,8017140000
2020-12-31,3491214000,20925570000,872951000,1542420000,5930559000,5509798000,1609372800,5509798000,-1121659000,-1022460000,1107624000,43814661000,38304863000,37884102000,-2018584000,2383590000,872951000,622578000,32140235000,11698670000,20925570000,3160522000,64764475000,1609372800,8208826000,686461000,1641390000,3819109000,12103519000,1848454000,6659715000,4617274000,11589655000,3393354000,1431506000,1918315000,18068452000,25038582000,2271629000,-1027427000,6069891000,16106700000,9169417000,5437991000
2019-12-31,1654558000,17213119000,425084000,1437353000,4203284000,3212795000,1577750400,3212795000,-446864000,-951858000,457833000,39644010000,36431215000,35440726000,-1558237000,1196725000,425084000,673262000,26821483000,10014134000,17213119000,925946000,54048736000,1577750400,8208826000,618770000,1027875000,4303790000,9469311000,777433000,7136192000,2641713000,7428319000,4071219000,1562226000,847294000,16679409000,18278163000,1812399000,-128439000,3702148000,14487641000,7659737000,3762768000
2018-12-31,2089401000,16027297000,799010000,1661346000,6149378000,4436986000,1546214400,4436986000,51046000,-1219470000,-151289000,46159478000,41722492000,40010100000,-2347585000,2240690000,799010000,836096000,25971945000,9345174000,16027297000,1344973000,51344416000,1546214400,7960908000,811505000,728550000,3732631000,9112390000,655716000,6915210000,2891217000,9156188000,3874054000,2473789000,725577000,15547094000,17563118000,1370508000,-603312000,4233237000,13083126000,9167689000,4335071000
