,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2021-12-31,91253000.0,21155000.0,1047960000.0,23966413000.0,26153162000.0,1620617000.0,1640908800.0,1620617000.0,-271690000.0,-844870000.0,-1047986000.0,40164687000.0,38544070000.0,14011525000.0,-1529364000.0,-98550000.0,1139239000.0,1047960000.0,11268084000.0,10511870000.0,31881765000.0,28545570000.0,21155000.0,3368856000.0,60448490000.0,1640908800.0,12481683000.0,1046284000.0,1073900000.0,3873786000.0,15589499000.0,4478117000.0,7630732000.0,4007257000.0,13693877000.0,2954074000.0,945069000.0,4629459000.0,8473377000.0,17449877000.0,36921000.0,1687987000.0,1978696000.0,5014114000.0,11771763000.0,5403526000.0,6352651000.0
2020-12-31,-245822000.0,22781000.0,-650196000.0,21513644000.0,23795165000.0,1596497000.0,1609372800.0,1596497000.0,-42671000.0,-938867000.0,274744000.0,36921980000.0,35325483000.0,13126815000.0,-1842319000.0,-143112000.0,-520566000.0,-650196000.0,11526991000.0,11085201000.0,33530489000.0,27364327000.0,22781000.0,2691493000.0,60917597000.0,1609372800.0,12377999000.0,977680000.0,-639771000.0,4554845000.0,15390137000.0,4540898000.0,6612441000.0,5821672000.0,16159586000.0,1339725000.0,3031700000.0,4552565000.0,8637104000.0,18734820000.0,16104000.0,447199000.0,2480223000.0,4910975000.0,10017264000.0,4544270000.0,6476733000.0
2019-12-31,304566000.0,22781000.0,155467000.0,8801162000.0,10411236000.0,1350640000.0,1577750400.0,1350640000.0,49919000.0,-637619000.0,149099000.0,14444690000.0,13094050000.0,4033454000.0,-1046074000.0,-143112000.0,155467000.0,155467000.0,3540439000.0,1096398000.0,17822167000.0,3362345000.0,,1053882000.0,21184512000.0,1577750400.0,1485436000.0,265198000.0,-149020000.0,896248000.0,1536062000.0,929531000.0,2276802000.0,4513582000.0,7518423000.0,374448000.0,389763000.0,929531000.0,4393750000.0,9430057000.0,7402000.0,-1714156000.0,1025845000.0,2194882000.0,7432019000.0,1430550000.0,1686832000.0
2018-12-31,673405000.0,22781000.0,548379000.0,8080054000.0,9614576000.0,1380437000.0,1546214400.0,1380437000.0,-83799000.0,-631475000.0,125026000.0,13397419000.0,12016982000.0,3782843000.0,-707032000.0,-143112000.0,548379000.0,548379000.0,3503552000.0,329330000.0,12805447000.0,2574102000.0,,908258000.0,15379549000.0,1546214400.0,427073000.0,263025000.0,1437015000.0,980045000.0,1446993000.0,380684000.0,1736531000.0,1215048000.0,4566881000.0,398400000.0,1113095000.0,400092000.0,2236714000.0,6455759000.0,,-2376443000.0,1215377000.0,2397637000.0,6881050000.0,1364672000.0,1592290000.0
