,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,accountsPayable,capitalSurplus
2021-12-31,-51325000.0,16575000.0,-37808000.0,73047000.0,38466000.0,-58046000.0,1640908800.0,-58046000.0,18898000.0,-309000.0,-16991000.0,263486000.0,321532000.0,225020000.0,6721000.0,-34334000.0,-37808000.0,69903000.0,207346000.0,678908000.0,16575000.0,72936000.0,902829000.0,1640908800.0,772178000.0,36825000.0,-34403000.0,108498000.0,114107000.0,-58867000.0,43890000.0,514749000.0,97855000.0,39282000.0,305000.0,-47878000.0,7812000.0,667116000.0,1000.0,494898000.0,115542000.0,152000.0,6953000.0,
2020-12-31,28227000.0,2352000.0,19729000.0,12066000.0,42098000.0,28482000.0,1609372800.0,28482000.0,-219000.0,-965000.0,8597000.0,125390000.0,96908000.0,83292000.0,-255000.0,19630000.0,19729000.0,3566000.0,19718000.0,355132000.0,2352000.0,13471000.0,377202000.0,1609372800.0,344678000.0,5446000.0,3405000.0,538000.0,,,15819000.0,331207000.0,19180000.0,12537000.0,,,3138000.0,354679000.0,,351566000.0,18026000.0,,673000.0,7049000.0
2019-12-31,8310000.0,2352000.0,15034000.0,7372000.0,19303000.0,8610000.0,1577750400.0,8610000.0,1349000.0,-128000.0,-6724000.0,81504000.0,72894000.0,62201000.0,-300000.0,15034000.0,15034000.0,693000.0,14918000.0,22894000.0,,6418000.0,37812000.0,1577750400.0,10000000.0,1050000.0,-11638000.0,1407000.0,,,10004000.0,9981000.0,12236000.0,8760000.0,,,5145000.0,21970000.0,,22201000.0,10939000.0,,300000.0,24532000.0
2018-12-31,-7519000.0,2352000.0,-7519000.0,11283000.0,5970000.0,-7724000.0,1546214400.0,-7724000.0,1911000.0,-128000.0,0.0,44533000.0,52257000.0,38563000.0,205000.0,-7519000.0,-7519000.0,892000.0,13076000.0,7860000.0,,9370000.0,20936000.0,1546214400.0,10000000.0,882000.0,-26672000.0,820000.0,,24532000.0,1201000.0,11127000.0,12256000.0,,,24532000.0,2236000.0,16607000.0,,6968000.0,4598000.0,,280000.0,
