,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,endDate,operatingIncome,otherOperatingExpenses,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
2021-12-31,9204644000.0,6370966000.0,1382423000.0,10998808000.0,9421204000.0,1640908800.0,9421204000.0,195181000.0,-258857000.0,2833678000.0,19039870000.0,9618666000.0,8041062000.0,-216560000.0,6370966000.0,6370966000.0,984854000.0,141723000.0,12992845000.0,13998289000.0,4624212000.0,26991134000.0,1640908800.0,7473980000.0,153062000.0,6722467000.0,2205988000.0,3236401000.0,-339881000.0,966843000.0,10716802000.0,6532581000.0,478410000.0,311136000.0,7692003000.0,12797847000.0,1313186000.0,9777034000.0,217023000.0,855755000.0,4234652000.0,855205000.0,1150427000.0
2020-12-31,5789997000.0,4030710000.0,1379263000.0,8244540000.0,6260636000.0,1609372800.0,6260636000.0,604641000.0,-304006000.0,1759287000.0,13789531000.0,7528895000.0,5544991000.0,-470639000.0,4030710000.0,4030710000.0,1039384000.0,,9020709000.0,10601697000.0,2920389000.0,19622406000.0,1609372800.0,6103872000.0,218835000.0,4029644000.0,3068226000.0,3196587000.0,468181000.0,711231000.0,2972521000.0,4598123000.0,45014000.0,468181000.0,6852757000.0,6597075000.0,1225372000.0,6365726000.0,1425000.0,2891854000.0,1280000000.0,512440000.0,1393323000.0
2019-12-31,5195205000.0,3664263000.0,1659657000.0,7045006000.0,5278781000.0,1577750400.0,5278781000.0,106568000.0,-155631000.0,1530942000.0,11455946000.0,6177165000.0,4410940000.0,-83576000.0,3664263000.0,3664263000.0,1045801000.0,141723000.0,6520410000.0,9357537000.0,1141372000.0,15877947000.0,1577750400.0,6103872000.0,225655000.0,2783875000.0,2825102000.0,3196587000.0,328067000.0,604623000.0,428077000.0,2176596000.0,43347000.0,328067000.0,7186659000.0,2646339000.0,1197938000.0,5115149000.0,36132000.0,1488042000.0,1436636000.0,468433000.0,825571000.0
2018-12-31,1573353000.0,1061837000.0,1448571000.0,3665960000.0,2038741000.0,1546214400.0,2038741000.0,178648000.0,-349477000.0,511516000.0,7233083000.0,5194342000.0,3567123000.0,-465388000.0,1061837000.0,1061837000.0,1044950000.0,141723000.0,4800962000.0,10334510000.0,449004000.0,15135472000.0,1546214400.0,6103872000.0,156990000.0,3759290000.0,683239000.0,3196587000.0,329625000.0,296366000.0,1443204000.0,1974093000.0,639418000.0,329625000.0,6574493000.0,2861517000.0,1161559000.0,6092973000.0,9487000.0,798589000.0,2143630000.0,453247000.0,763149000.0
