TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CSMG3;15,54;2,47;9,24;0,82;0,47;35,28;16,58;10,40;5,80;8,77;2,97;0,42;0,96;909,94;-0,56;1,00;8,89;5,13;7,80;0,58;0,42;0,49;7,89;8,05;26.577.076,50;18,91;1,68;-0,67;5.909.132.692,26
CSNA3;14,08;14,58;7,65;0,88;0,23;31,61;20,71;5,60;2,07;4,44;2,37;1,01;0,43;1,92;-0,36;1,45;11,56;2,95;9,56;0,26;0,71;0,53;22,81;;204.023.960,77;15,92;1,84;-0,09;18.671.402.773,76
CSUD3;11,61;7,51;7,10;1,34;0,82;36,51;18,99;12,96;4,85;4,86;0,01;0,00;0,92;22,51;-1,18;1,14;18,83;11,58;15,97;0,61;0,39;0,89;1,99;14,37;1.331.860,73;8,68;1,63;0,39;485.298.000,00
CURY3;10,70;4,82;9,14;4,82;1,07;36,97;20,35;15,77;7,08;6,44;-0,64;-0,43;1,44;4,11;-4,06;1,55;52,72;11,72;32,53;0,22;0,73;0,74;;;24.000.554,54;2,22;1,17;0,04;3.123.063.441,60
CXSE3;7,96;8,15;9,37;2,03;2,01;;;;8,26;7,82;-0,44;-0,11;;18,65;-2,28;9,23;21,69;21,41;21,12;0,99;0,01;0,00;;18,54;22.754.100,04;3,92;0,85;0,23;23.880.000.000,00
CYRE3;13,22;4,27;6,45;0,82;0,36;32,54;17,75;15,28;5,56;7,28;1,73;0,25;0,99;1,00;-0,79;2,90;12,63;5,55;7,54;0,44;0,52;0,36;8,44;40,16;146.446.583,85;16,22;2,05;-0,44;5.284.599.802,78
DASA3;13,98;2,15;-23,08;1,05;0,31;28,99;6,26;-2,71;9,99;19,37;9,38;0,98;0,63;5,07;-0,43;1,29;-4,54;-1,35;3,94;0,30;0,70;0,50;27,93;;3.694.397,65;13,33;-0,61;-0,03;7.836.884.130,72
DESK3;8,67;0,16;16,32;0,82;0,31;57,26;27,45;7,29;4,33;7,63;3,30;0,63;1,19;9,24;-0,38;1,23;5,03;1,92;9,56;0,38;0,61;0,26;;;2.193.876,08;10,55;0,53;0,12;756.608.687,46
DEXP3;6,88;5,59;4,84;1,23;0,49;17,70;10,18;6,13;2,92;3,87;0,97;0,41;0,30;1,18;-1,39;2,75;25,35;10,07;22,04;0,40;0,52;1,64;32,29;20,48;1.341.016,08;5,60;1,42;-0,15;641.676.214,35
DIRR3;14,49;3,24;12,32;1,60;0,35;35,38;17,60;8,34;5,84;6,72;0,88;0,24;1,03;0,89;-0,74;3,92;13,00;2,84;10,81;0,22;0,75;0,34;5,52;;44.525.375,04;9,05;1,18;0,91;2.173.500.000,00
DMMO3;1,85;;-256,93;-1,87;2,74;54,54;8,16;-1,10;34,73;31,88;-2,85;;2,84;9,17;-6,62;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;19.500.526,50;-0,99;-0,01;2,50;942.917.377,65
DXCO3;7,48;17,12;5,05;0,96;0,37;34,82;15,97;12,88;4,07;6,70;2,63;0,62;0,65;3,50;-0,57;1,41;19,09;7,27;11,26;0,38;0,62;0,56;15,88;116,62;41.612.767,81;7,76;1,48;-0,23;5.692.002.873,48
ECOR3;4,15;;19,82;1,28;0,16;30,72;24,54;2,68;2,17;9,30;7,13;4,22;0,53;-4,19;-0,19;0,81;6,47;0,81;7,70;0,12;0,86;0,30;10,46;;29.203.831,38;3,24;0,21;-0,13;2.889.787.029,60
EGIE3;39,19;7,19;17,28;3,97;0,81;52,31;43,75;15,99;6,32;9,26;2,94;1,85;2,76;16,55;-1,06;1,26;23,00;4,66;17,82;0,20;0,80;0,29;14,25;3,64;76.858.724,92;9,86;2,27;-0,65;31.976.208.130,60
ELET3;43,00;1,80;21,08;0,89;0,37;56,99;24,48;12,50;10,76;14,75;3,90;0,32;2,63;5,26;-0,44;1,76;4,21;1,76;4,52;0,42;0,58;0,14;-9,01;6,50;576.900.958,35;48,45;2,04;-0,78;99.728.639.083,78
ELET6;45,77;3,53;22,44;0,94;0,40;56,99;24,48;12,50;11,46;14,75;3,90;0,32;2,80;5,60;-0,47;1,76;4,21;1,76;4,52;0,42;0,58;0,14;-9,01;6,50;159.846.152,96;48,45;2,04;-0,83;99.728.639.083,78
ELMD3;9,80;;-167,32;1,86;0,70;32,37;11,24;-1,17;17,44;24,43;7,00;0,75;1,96;-9,26;-0,83;0,67;-1,11;-0,42;4,51;0,38;0,55;0,36;;;3.093.282,85;5,26;-0,06;2,14;1.371.840.779,40
ENAT3;12,17;14,04;3,63;0,81;0,53;41,49;65,20;40,46;2,25;1,54;-0,71;-0,26;1,47;4,40;-0,75;1,69;22,40;14,63;22,43;0,65;0,35;0,36;30,52;42,30;24.093.742,38;14,98;3,36;0,09;3.234.870.033,85
ENBR3;20,65;10,62;5,39;1,02;0,32;27,89;24,96;12,38;2,67;5,04;2,37;0,90;0,67;3,60;-0,45;1,48;18,91;5,98;13,67;0,32;0,65;0,48;15,05;27,29;66.624.957,69;20,27;3,83;0,63;12.001.062.784,20
ENEV3;12,02;;17,98;1,37;0,59;35,01;32,61;19,28;10,63;13,79;3,16;0,41;3,47;2,84;-0,93;2,34;7,64;3,28;5,56;0,43;0,57;0,17;18,85;;128.113.018,69;8,75;0,67;-0,79;19.045.043.612,48
ENGI11;41,83;8,03;7,27;1,46;0,29;26,61;21,65;8,60;2,89;6,59;3,70;1,87;0,63;6,03;-0,39;1,22;20,11;3,93;12,38;0,20;0,78;0,46;17,81;72,25;89.016.876,58;28,60;5,75;-1,98;17.058.997.993,64
EQTL3;26,38;2,43;12,75;1,83;0,42;31,25;20,54;8,56;5,32;9,48;4,16;1,43;1,09;4,64;-0,57;1,54;14,34;3,29;9,14;0,23;0,74;0,38;24,97;26,81;206.746.822,58;14,42;2,07;-0,35;29.781.294.352,30
ESPA3;1,21;;-43,48;0,62;0,20;33,23;13,92;-1,23;3,84;10,76;6,92;1,12;0,54;7,06;-0,31;1,09;-1,43;-0,46;5,67;0,32;0,68;0,38;;;7.718.960,54;1,94;-0,03;0,42;437.321.909,86
ETER3;9,70;11,06;3,39;0,91;0,50;35,44;19,76;15,19;2,61;2,65;0,05;0,02;0,51;1,39;-1,25;2,55;26,81;14,90;23,98;0,56;0,44;0,98;6,30;;10.185.259,00;10,68;2,86;-0,07;599.232.777,50
EUCA4;6,60;4,29;1,67;0,30;0,17;32,65;15,64;14,16;1,51;3,07;1,22;0,24;0,24;1,04;-0,27;1,75;17,72;9,92;13,58;0,56;0,44;0,70;16,44;61,20;283.934,92;22,27;3,95;0,12;745.695.199,60
EVEN3;5,20;4,30;7,55;0,57;0,17;24,30;7,41;6,17;6,29;4,79;-1,50;-0,14;0,47;0,40;-0,62;2,48;7,54;2,26;3,85;0,30;0,57;0,37;5,48;139,11;8.447.845,81;9,13;0,69;0,17;1.102.400.000,00
EZTC3;14,40;5,41;8,70;0,71;0,58;38,96;26,84;37,06;12,01;10,46;-1,56;-0,09;3,22;1,64;-1,01;5,47;8,18;6,63;4,63;0,81;0,18;0,18;10,85;9,70;40.112.048,65;20,23;1,65;-0,33;3.182.243.083,20
FESA4;57,28;7,68;4,41;1,66;1,27;50,23;41,83;36,91;3,89;3,60;-0,38;-0,16;1,63;3,97;-2,24;3,94;37,72;28,87;32,81;0,77;0,23;0,78;16,87;75,11;11.975.705,27;34,43;12,99;0,03;5.168.486.400,00
FHER3;17,56;;2,69;2,14;0,31;11,31;7,54;6,08;2,17;2,61;0,44;0,43;0,16;1,12;-1,27;1,57;79,53;11,49;52,74;0,14;0,86;1,89;-3,75;52,10;3.919.701,88;8,21;6,53;0,11;945.733.907,04
FIQE3;3,74;2,25;11,22;1,36;0,71;47,09;25,34;19,13;8,46;6,98;-1,49;-0,24;2,15;3,46;-1,19;2,05;12,14;6,36;8,63;0,52;0,48;0,33;;;2.519.600,08;2,75;0,33;0,16;1.354.065.537,66
FLRY3;15,95;5,04;14,59;2,65;0,75;28,29;17,90;7,97;6,49;10,13;3,64;1,48;1,16;10,07;-1,02;1,38;18,16;5,13;11,83;0,28;0,72;0,64;13,06;8,74;49.760.601,35;6,02;1,09;-0,86;5.074.299.186,00
FRAS3;10,51;2,70;14,80;1,58;0,76;28,90;10,45;6,40;9,06;8,79;-0,27;-0,05;0,95;1,86;-1,98;2,92;10,66;5,11;9,66;0,48;0,52;0,80;26,01;24,43;5.569.120,65;6,66;0,71;-0,37;2.837.871.764,93
GGBR3;24,87;14,60;3,02;0,85;0,52;24,43;23,00;16,01;2,10;2,66;0,22;0,09;0,48;1,99;-0,99;2,25;27,99;17,26;25,44;0,62;0,38;1,08;15,78;;2.124.860,19;29,39;8,23;0,51;48.292.279.620,00
GGBR4;30,93;11,74;3,76;1,05;0,65;24,43;23,00;16,01;2,62;2,66;0,22;0,09;0,60;2,48;-1,23;2,25;27,99;17,26;25,44;0,62;0,38;1,08;15,78;;427.124.108,19;29,39;8,23;0,63;48.292.279.620,00
GGPS3;11,60;;17,00;3,22;1,09;16,13;9,27;5,28;9,67;10,31;0,63;0,21;0,90;4,20;-2,23;2,03;18,92;6,41;13,31;0,34;0,66;1,21;;;25.141.048,65;3,61;0,68;2,99;7.768.622.486,00
GMAT3;5,45;;12,70;1,68;0,97;22,39;5,97;4,71;10,00;12,05;2,05;0,34;0,60;2,12;-2,68;3,57;13,26;7,65;11,29;0,58;0,42;1,63;;;44.511.519,04;3,24;0,43;0,47;12.040.936.130,55
GNDI3;66,95;2,41;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;614.805.285,20;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;12,05;10,37;2,65;0,75;0,16;24,43;22,94;5,47;0,63;0,88;0,19;0,23;0,14;0,58;-0,30;2,28;28,16;5,86;25,12;0,21;0,38;1,07;15,78;;3.025.056,88;16,15;4,55;0,27;13.474.250.684,76
